"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"니하오게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 진남로 32,,,6,,,,,,33.52285154,126.5637268,2017-08-18
"여행하는 자들이 머무는 바다집",민박,내국인+외국인,,제주특별자치도 제주시 연대마을길 46,,,3,,,,,,33.49498772,126.4246258,2017-08-18
"용두암빌리지",민박,내국인+외국인,,제주특별자치도 제주시 용마서1길 27-5,,,5,,,,,,33.5162214,126.5050955,2017-08-18
"제주올래로(1동)",민박,내국인+외국인,,제주특별자치도 제주시 일주서로 7335-1,,,6,,,,,,33.49346848,126.430659,2017-08-18
"금빛민박",민박,내국인+외국인,,제주특별자치도 제주시 중산간동로 270,,,1,,,,,,33.50617909,126.6167089,2017-08-18
"외도바다민박",민박,내국인+외국인,,제주특별자치도 제주시 월대3길 14-6,,,2,,,,,,33.49470561,126.4339689,2017-08-18
"제주야",민박,내국인+외국인,,제주특별자치도 제주시 중산간동로 262,,,1,,,,,,33.50582387,126.6160057,2017-08-18
"간드락게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 간월동로 12,,,4,,,,,,33.48540024,126.5438583,2017-08-18
"골든비치",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 486-3,,,7,,,,,,33.51865039,126.4911845,2017-08-18
"제주로와",민박,내국인+외국인,,제주특별자치도 제주시 제원길 16. 2층,,,5,,,,,,33.4885017,126.4892433,2017-08-18
e좋은민박,민박,내국인+외국인,,제주특별자치도 제주시 서해안로 149,,,4,,,,,,33.50322684,126.4651361,2017-08-18
"제주하늘",민박,내국인+외국인,,제주특별자치도 제주시 계명2길 17,,,5,,,,,,33.48866478,126.4233188,2017-08-18
"스테이엣홈",민박,내국인+외국인,,제주특별자치도 제주시 정실5길 12,,,2,,,,,,33.47184753,126.5104284,2017-08-18
"제주궁전",민박,내국인+외국인,,제주특별자치도 제주시 도리로 100,,,7,,,,,,33.50049765,126.4624931,2017-08-18
"마치",민박,내국인+외국인,,제주특별자치도 제주시 내도중길 25,,,5,,,,,,33.49619939,126.4415431,2017-08-18
"피스테라",민박,내국인+외국인,,제주특별자치도 제주시 벌랑6길 18-1,,,5,,,,,,33.52535406,126.5780176,2017-08-18
"미르게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 용담로7길 4,,,9,,,,,,33.51282837,126.5106166,2017-08-18
"제주에코펜션형 민박",민박,내국인+외국인,,제주특별자치도 제주시 미리내길 207. 101호,,,5,,,,,,33.44788071,126.4828186,2017-08-18
"가연이네 주말농장",민박,내국인+외국인,,제주특별자치도 제주시 진목3길 59,,,4,,,,,,33.49264981,126.6016483,2017-08-18
"별마로 민박",민박,내국인+외국인,,제주특별자치도 제주시 항골남길 32-16,,,7,,,,,,33.49822067,126.4601082,2017-08-18
"까망모래",민박,내국인+외국인,,제주특별자치도 제주시 원당북로 11. 1층,,,3,,,,,,33.53136888,126.5944917,2017-08-18
"바다그린하우스",민박,내국인+외국인,,제주특별자치도 제주시 용마서1길 23,,,6,,,,,,33.51578246,126.5048081,2017-08-18
"폭낭아래돌집",민박,내국인+외국인,,제주특별자치도 제주시 거로남6길 11,,,2,,,,,,33.50944335,126.5617828,2017-08-18
"영혼의친구",민박,내국인+외국인,,제주특별자치도 제주시 오등1길 45-2,,,2,,,,,,33.4767313,126.5196005,2017-08-18
"소녀민박",민박,내국인+외국인,,제주특별자치도 제주시 흥운길 21,,,2,,,,,,33.51084485,126.5114799,2017-08-18
"대원길민박",민박,내국인+외국인,,제주특별자치도 제주시 대원길 123,,,1,,,,,,33.46743926,126.5339275,2017-08-18
"아림민박",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 456-8,,,6,,,,,,33.51782952,126.489092,2017-08-18
"월랑재민박",민박,내국인+외국인,,제주특별자치도 제주시 월랑로6길 36,,,3,,,,,,33.49024422,126.4798029,2017-08-18
"테마하우스",민박,내국인+외국인,,제주특별자치도 제주시 백포북길 24,,,7,,,,,,33.5024343,126.4585756,2017-08-18
"오름민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 중산간서로 3662,,,3,,,,,,33.33126874,126.2561168,2017-08-18
"비치빌민박",민박,내국인+외국인,,제주특별자치도 제주시 연대마을길 39,,,5,,,,,,33.49471478,126.4251101,2017-08-18
"러브터울민박",민박,내국인+외국인,,제주특별자치도 제주시 어영길 23,,,6,,,,,,33.51866567,126.4956702,2017-08-18
"섬뜰민박",민박,내국인+외국인,,제주특별자치도 제주시 용해로 21-5,,,4,,,,,,33.51530863,126.5032074,2017-08-18
"절물길B 민박",민박,내국인+외국인,,제주특별자치도 제주시 명림로 10-1,,,2,,,,,,33.48504289,126.6028984,2017-08-18
"절물길 민박",민박,내국인+외국인,,제주특별자치도 제주시 명림로 10-1,,,3,,,,,,33.48504289,126.6028984,2017-08-18
"해다미 민박",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 502,,,7,,,,,,33.51941535,126.4926702,2017-08-18
"초록민박",민박,내국인+외국인,,제주특별자치도 제주시 우평로 28-1,,,7,,,,,,33.47996475,126.4628128,2017-08-18
"제주카약민박",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 평사길 19,,,2,,,,,,33.54376487,126.6738721,2017-08-18
"아텔리아빌",민박,내국인+외국인,,제주특별자치도 제주시 내도9길 8-1,,,5,,,,,,33.49451303,126.4433173,2017-08-18
"타오하우스 민박",민박,내국인+외국인,,제주특별자치도 제주시 도두봉6길 9-1,,,4,,,,,,33.50827361,126.4723895,2017-08-18
"바다드림 민박",민박,내국인+외국인,,제주특별자치도 제주시 어영길 18-9,,,6,,,,,,33.51792018,126.4949485,2017-08-18
"해변의집 민박",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 224-10,,,5,,,,,,33.50812444,126.471080,2017-08-18
"올레앤(N) 민박",민박,내국인+외국인,,제주특별자치도 제주시 연대마을길 70,,,5,,,,,,33.49309475,126.4236101,2017-08-18
"마니주민박",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 248,,,7,,,,,,33.50893135,126.4722302,2017-08-18
"이호민박",민박,내국인+외국인,,제주특별자치도 제주시 백포남길 62-1,,,4,,,,,,33.49954295,126.462803,2017-08-18
"라임민박",민박,내국인+외국인,,제주특별자치도 제주시 도두봉6길 29,,,6,,,,,,33.50674806,126.4722216,2017-08-18
"제주길라임민박",민박,내국인+외국인,,제주특별자치도 제주시 도두봉6길 27,,,4,,,,,,33.50682287,126.4720307,2017-08-18
"애랑과배비장민박",민박,내국인+외국인,,제주특별자치도 제주시 곤을길 46,,,4,,,,,,33.52489486,126.5607871,2017-08-18
"쁘띠모나미민박",민박,내국인+외국인,,제주특별자치도 제주시 테우해안로 172,,,6,,,,,,33.49688237,126.4519534,2017-08-18
"비빔채민박",민박,내국인+외국인,,제주특별자치도 제주시 서흘길 16,,,3,,,,,,33.52701884,126.5884451,2017-08-18
"수연민박",민박,내국인+외국인,,제주특별자치도 제주시 해안마을8길 8-1,,,2,,,,,,33.45508145,126.4539444,2017-08-18
e하우스,민박,내국인+외국인,,제주특별자치도 제주시 신사수2길 11-1,,,6,,,,,,33.5082517,126.475385,2017-08-18
"신혼하우스",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 488-8,,,7,,,,,,33.51907329,126.4917819,2017-08-18
"스토리하우스민박",민박,내국인+외국인,,제주특별자치도 제주시 도리중길 37,,,6,,,,,,33.50214912,126.4626904,2017-08-18
"진비치하우스",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 456-4,,,5,,,,,,33.51821785,126.4886222,2017-08-18
"사수동민박",민박,내국인+외국인,,제주특별자치도 제주시 신사수2길 11-1,,,6,,,,,,33.5082517,126.475385,2017-08-18
"해안풍경",민박,내국인+외국인,,제주특별자치도 제주시 신사수2길 6,,,6,,,,,,33.50880105,126.4749849,2017-08-18
"란민박",민박,내국인+외국인,,제주특별자치도 제주시 용마서1길 19-2,,,7,,,,,,33.51553446,126.5044792,2017-08-18
"실크로드",민박,내국인+외국인,,제주특별자치도 제주시 용해로 21-4,,,7,,,,,,33.5147076,126.5032713,2017-08-18
"백록담민박",민박,내국인+외국인,,제주특별자치도 제주시 번영로 557,,,6,,,,,,33.48742576,126.600319,2017-08-18
"하와이펜션민박",민박,내국인+외국인,,제주특별자치도 제주시 도두봉2길 75,,,7,,,,,,33.50743844,126.4760465,2017-08-18
"자인민박",민박,내국인+외국인,,제주특별자치도 제주시 월대1길 10,,,4,,,,,,33.49455054,126.4335749,2017-08-18
"등대민박",민박,내국인+외국인,,제주특별자치도 제주시 도공로 28,,,1,,,,,,33.50381865,126.4656224,2017-08-18
"도브민박",민박,내국인+외국인,,제주특별자치도 제주시 벌랑길 55,,,2,,,,,,33.52543536,126.5768837,2017-08-18
"씨앤텔",민박,내국인+외국인,,제주특별자치도 제주시 월대3길31,,,7,,,,,,33.49405925,126.432501,2017-08-18
"정다운민박",민박,내국인+외국인,,제주특별자치도 제주시 선사로6길 16,,,7,,,,,,33.52491696,126.5875313,2017-08-18
"바다향기",민박,내국인+외국인,,제주특별자치도 제주시 서흘길 24,,,6,,,,,,33.52759623,126.5888242,2017-08-18
"검은모래민박",민박,내국인+외국인,,제주특별자치도 제주시 원당로5길 36,,,6,,,,,,33.52682344,126.5882135,2017-08-18
"블루비치 민박",민박,내국인+외국인,,제주특별자치도 제주시 도두항서길 59,,,7,,,,,,33.50477678,126.463777,2017-08-18
"순옥이네 민박",민박,내국인+외국인,,제주특별자치도 제주시 도공로 8,,,7,,,,,,33.50561916,126.4649871,2017-08-18
"꿈꾸는 바다 민박",민박,내국인+외국인,,제주특별자치도 제주시 도두항서길 65,,,7,,,,,,33.50417582,126.4636983,2017-08-18
"스카이팬션 민박",민박,내국인+외국인,,제주특별자치도 제주시 도두항서7길 24,,,7,,,,,,33.50371843,126.4655114,2017-08-18
"오션파크 민박",민박,내국인+외국인,,제주특별자치도 제주시 도두항서길 53,,,7,,,,,,33.50525073,126.4638275,2017-08-18
"두리민박",민박,내국인+외국인,,제주특별자치도 제주시 설촌로10길7-1,,,2,,,,,,33.52425061,126.5824808,2017-08-18
"오등체험민박",민박,내국인+외국인,,제주특별자치도 제주시 오등14길 8-11,,,1,,,,,,33.47411573,126.5296546,2017-08-18
"미래하우스",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 224-10,,,3,,,,,,33.50812444,126.471080,2017-08-18
"부르네",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 376,,,7,,,,,,33.51216861,126.4843222,2017-08-18
"바다마을",민박,내국인+외국인,,제주특별자치도 제주시 도두항길 4-6,,,5,,,,,,33.50616607,126.4673239,2017-08-18
"오등감귤체험관광농원A동",민박,내국인+외국인,,제주특별자치도 제주시 오등14길 8-12,,,2,,,,,,33.47426493,126.5294953,2017-08-18
"아리스토캣",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 518,,,7,,,,,,33.51981151,126.4944991,2017-08-18
"리버풀",민박,내국인+외국인,,제주특별자치도 제주시 도두봉6길 13,,,7,,,,,,33.50806126,126.4719939,2017-08-18
"플로라",민박,내국인+외국인,,제주특별자치도 제주시 도리로 78-2,,,7,,,,,,33.49952084,126.4601485,2017-08-18
"해뜨는집",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 234,,,6,,,,,,33.50862659,126.4709257,2017-08-18
"내도바당",민박,내국인+외국인,,제주특별자치도 제주시 내도중길 9-7,,,4,,,,,,33.49582314,126.4403816,2017-08-18
"푸른농원민박",민박,내국인+외국인,,제주특별자치도 제주시 해안마을2길 25-3,,,7,,,,,,33.46108135,126.4511064,2017-08-18
"나무향기",민박,내국인+외국인,,제주특별자치도 제주시 도리로 62,,,7,,,,,,33.49877405,126.4589988,2017-08-18
"탐라민박",민박,내국인+외국인,,제주특별자치도 제주시 현사안길 35,,,5,,,,,,33.49648292,126.4503258,2017-08-18
"이호비치",민박,내국인+외국인,,제주특별자치도 제주시 테우해안로 148,,,6,,,,,,33.49709831,126.4495315,2017-08-18
"비치조아A동",민박,내국인+외국인,,제주특별자치도 제주시 서흘길 7,,,6,,,,,,33.52682626,126.5875884,2017-08-18
"바다성",민박,내국인+외국인,,제주특별자치도 제주시 연대마을길 34-1,,,7,,,,,,33.49481783,126.4257357,2017-08-18
"코스트웨이",민박,내국인+외국인,,제주특별자치도 제주시 용해로 21,,,7,,,,,,33.51524528,126.5028182,2017-08-18
"섬민박",민박,내국인+외국인,,제주특별자치도 제주시 도리로 20,,,7,,,,,,33.49619504,126.4558874,2017-08-18
"낙원비치하우스",민박,내국인+외국인,,제주특별자치도 제주시 한북로 157-1,,,7,,,,,,33.46360925,126.5331252,2017-08-18
"아랑존",민박,내국인+외국인,,제주특별자치도 제주시 서해안로 486-1,,,6,,,,,,33.51897997,126.4911328,2017-08-18
"이호해변",민박,내국인+외국인,,제주특별자치도 제주시 테우해안로 176,,,4,,,,,,33.4969599,126.4522558,2017-08-18
"사랑터울",민박,내국인+외국인,,제주특별자치도 제주시 어영길 25,,,7,,,,,,33.51860503,126.4958619,2017-08-18
"바다추억",민박,내국인+외국인,,제주특별자치도 제주시 용해로 27,,,7,,,,,,33.5147619,126.5028494,2017-08-18
"몽돌바당",민박,내국인+외국인,,제주특별자치도 제주시 내도3길 10,,,5,,,,,,33.49460998,126.4395721,2017-08-18
"훼밀리성",민박,내국인+외국인,,제주특별자치도 제주시 감수북길 36,,,7,,,,,,33.52516153,126.5836676,2017-08-18
"추억만들기",민박,내국인+외국인,,제주특별자치도 제주시 용해로 123,,,7,,,,,,33.50682282,126.505952,2017-08-18
"엠마오가는길",민박,내국인+외국인,,제주특별자치도 제주시 기자길 69,,,4,,,,,,33.48095744,126.5478377,2017-08-18
"선화우",민박,내국인+외국인,,제주특별자치도 제주시 연사2길 39,,,4,,,,,,33.48554479,126.5132848,2017-08-18
"가까이에 파도소리",민박,내국인+외국인,,제주특별자치도 제주시 연대마을길 44,,,6,,,,,,33.49494593,126.4249331,2017-08-18
"힐링펜션민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도비양길 53-8,,,6,,,,,,33.50940666,126.9594244,2017-08-18
"우도코지민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진길 57,,,4,,,,,,33.4977333,126.9484396,2017-08-18
"내사랑민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도로 6,,,5,,,,,,33.49332516,126.9516795,2017-08-18
"전원민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우목길 104,,,5,,,,,,33.50969888,126.9439096,2017-08-18
"산호성민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 연평리 2481-3,,,5,,,,,,,,2017-08-18
"땅콩펜션민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일길 156-12,,,3,,,,,,33.50117916,126.9674897,2017-08-18
"경화민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진길 62,,,4,,,,,,33.49818175,126.9486467,2017-08-18
"우도게스트하우스민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 삼양고수물길 73-1,,,1,,,,,,33.51565713,126.9570966,2017-08-18
"해와달그리고섬민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 962,,,5,,,,,,33.50936684,126.966089,2017-08-18
"봉자게스트하우스민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일길 156-32,,,2,,,,,,33.50008197,126.9673029,2017-08-18
"우영팟민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진동길 27,,,2,,,,,,33.49760449,126.9510878,2017-08-18
"동산민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 24,,,1,,,,,,33.50544901,126.9493927,2017-08-18
"바람개비민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 1032,,,1,,,,,,33.50381594,126.9676552,2017-08-18
"아라펜션민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 800,,,5,,,,,,33.51434233,126.9571246,2017-08-18
"우도이야기민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일길 156-12,,,4,,,,,,33.50117916,126.9674897,2017-08-18
"리치망고민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 808,,,3,,,,,,33.51378167,126.9569457,2017-08-18
"해안길민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 690,,,4,,,,,,33.51981648,126.9585294,2017-08-18
"우도사랑민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우목길 82-2,,,5,,,,,,33.50985579,126.9462599,2017-08-18
151하우스,민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도로 151,,,3,,,,,,33.50602814,126.9533981,2017-08-18
"제주파도소리",민박,내국인+외국인,,제주특별자치도 제주시 구좌읍 해맞이해안로 1950,,,6,,,,,,33.51495435,126.9003845,2017-08-18
"소섬바당",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도로 190,,,4,,,,,,33.5088765,126.9536267,2017-08-18
"다올민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 288. B동,,,5,,,,,,33.50451941,126.9425732,2017-08-18
"볼레낭민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 744,,,7,,,,,,33.51847303,126.9600921,2017-08-18
"뽀요요민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 128,,,4,,,,,,33.49426277,126.9467185,2017-08-18
"바보온달과평강공주",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진길 14,,,2,,,,,,33.49510281,126.9510662,2017-08-18
"초원민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도로 225,,,5,,,,,,33.51180686,126.9519647,2017-08-18
"우도쉼팡",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도로 7,,,5,,,,,,33.49353948,126.9515343,2017-08-18
"우도피아",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일진사길 51-40,,,6,,,,,,33.5062093,126.9609639,2017-08-18
"노닐다민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 84-3,,,3,,,,,,33.49418815,126.9510213,2017-08-18
"명원민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 86,,,4,,,,,,33.50711954,126.9443857,2017-08-18
"게우모루민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진길 143,,,5,,,,,,33.50455537,126.9476907,2017-08-18
"대마도 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 36-5,,,3,,,,,,33.50531906,126.9484139,2017-08-18
"현지민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 삼양고수물길 73,,,2,,,,,,33.51560087,126.9569225,2017-08-18
"해녀민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 7,,,3,,,,,,33.50660571,126.9505071,2017-08-18
"칠백민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 조일길 102,,,4,,,,,,33.51039828,126.9623835,2017-08-18
"홍조바다",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 254,,,4,,,,,,33.50288469,126.943713,2017-08-18
"로그하우스",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 262,,,6,,,,,,33.50352762,126.9430911,2017-08-18
"로뎀가든 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 264,,,5,,,,,,33.50359984,126.9427548,2017-08-18
"산호풍경민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 250,,,3,,,,,,33.50293643,126.9440482,2017-08-18
"우도민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 290,,,5,,,,,,33.50525569,126.9421603,2017-08-18
"썬비치 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 810,,,7,,,,,,33.51335012,126.9574145,2017-08-18
"백악관 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 816,,,5,,,,,,33.51300088,126.9574164,2017-08-18
"노을사랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 408,,,7,,,,,,33.51323775,126.9464672,2017-08-18
"해오름 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 830,,,3,,,,,,33.51207057,126.9587979,2017-08-18
"등머울 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 안비양길 35,,,6,,,,,,33.51478928,126.967793,2017-08-18
"지현 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 794,,,5,,,,,,33.51489028,126.9571041,2017-08-18
"모실래기 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 천진길 61-7,,,4,,,,,,33.49793048,126.9475964,2017-08-18
"하늘이 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 216-2,,,7,,,,,,33.4995865,126.9444227,2017-08-18
"하얀산호 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 144,,,6,,,,,,33.49433785,126.9450433,2017-08-18
"소섬민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 42,,,3,,,,,,33.50497593,126.9477067,2017-08-18
"서광민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 36,,,3,,,,,,33.5050021,126.9485253,2017-08-18
"연지민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 상우목길 26,,,5,,,,,,33.5052511,126.9493716,2017-08-18
"동굴민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 조일길 1,,,4,,,,,,33.50229258,126.9665589,2017-08-18
"다정민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일길 162,,,5,,,,,,33.50218665,126.9677264,2017-08-18
"해돋이 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 영일길 168,,,4,,,,,,33.50214412,126.968159,2017-08-18
"섬 하얀성 민박",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 254,,,7,,,,,,33.50288469,126.943713,2017-08-18
"동굴 리조트",민박,내국인+외국인,,제주특별자치도 제주시 우도면 우도해안길 1132,,,7,,,,,,33.49772044,126.9677155,2017-08-18
"추자면 애란이네민박",민박,내국인,,제주특별자치도 제주시 추자면 영흥3길40,,,1,,,,,,33.95858023,126.2963974,2017-08-18
"추자면 추자도민박",민박,내국인,,제주특별자치도 제주시 추자면 묵리2길37-7,,,4,,,,,,33.9454406,126.3145806,2017-08-18
"추자면 별천지민박",민박,내국인,,제주특별자치도 제주시 추자면 대서6길6,,,2,,,,,,33.96266158,126.2984785,2017-08-18
"추자면 대서민박",민박,내국인,,제주특별자치도 제주시 추자면 대서4길14-2,,,3,,,,,,33.9632982,126.2939914,2017-08-18
"추자면 추자도체험휴양민박",민박,내국인,,제주특별자치도 제주시 추자면 석두리길4,,,3,,,,,,33.93995027,126.3234773,2017-08-18
"추자면 미원민박",민박,내국인,,제주특별자치도 제주시 추자면 영흥2길7,,,3,,,,,,33.95902327,126.2970824,2017-08-18
"추자면 내사랑추자야민박",민박,내국인,,제주특별자치도 제주시 추자면 추자로104-2,,,5,,,,,,33.95968428,126.2974779,2017-08-18
"추자면 고모네민박",민박,내국인,,제주특별자치도 제주시 추자면 대서4길6-1,,,2,,,,,,33.96319348,126.2943381,2017-08-18
"모드락하우스",민박,내국인+외국인,,제주특별자치도 제주시 한경면 두모11길 27,,,4,,,,,,33.35713609,126.1849432,2017-08-18
"채송화민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 판포1길 21,,,1,,,,,,33.36498119,126.197225,2017-08-18
"구름비낭민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 판포중2길 15,,,1,,,,,,33.35794531,126.2016566,2017-08-18
"마드레민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 한원북길 3,,,1,,,,,,33.33630521,126.1962411,2017-08-18
"교래게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 비자림로 685-14,,,4,,,,,,33.43708757,126.6806044,2017-08-18
"그곳",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천8길 23,,,1,,,,,,33.53407354,126.6374572,2017-08-18
"쓰담쓰담 민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 판포1길 16,,,5,,,,,,33.36562253,126.1979683,2017-08-18
"예스민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 저지12길 60-2,,,2,,,,,,33.33884525,126.2624653,2017-08-18
"더프라이빗민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 신창상동길 20-1,,,1,,,,,,33.34964574,126.1878095,2017-08-18
"감오재민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 저지12길 60-14,,,1,,,,,,33.33773809,126.2624759,2017-08-18
"노을과원담민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 한경해안로 282,,,2,,,,,,33.33177309,126.1661465,2017-08-18
"엉클보로민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 저지12길 60-5,,,4,,,,,,,,2017-08-18
"바이린민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 한경해안로 176,,,4,,,,,,33.32405413,126.1643659,2017-08-18
"단빌리지",민박,내국인+외국인,,제주특별자치도 제주시 한경면 고락로 100,,,5,,,,,,33.30215692,126.1901371,2017-08-18
"뿌리게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 한경면 용수1길 3,,,6,,,,,,33.32061095,126.1777598,2017-08-18
"제주프렌즈",민박,내국인+외국인,,제주특별자치도 제주시 한경면 판포2길35,,,6,,,,,,33.3615333,126.2008357,2017-08-18
"우리집펜션",민박,내국인+외국인,,제주특별자치도 제주시 한경면 청수동3길 1,,,4,,,,,,33.32009311,126.2459688,2017-08-18
103순례자의집,민박,내국인+외국인,,제주특별자치도 제주시 한경면 용수3길 24,,,3,,,,,,33.32410978,126.1672056,2017-08-18
"동환 민박",민박,내국인+외국인,,제주특별자치도 제주시 한경면 노을해안로 1146,,,5,,,,,,33.30828209,126.1647187,2017-08-18
"석송",민박,내국인+외국인,,제주특별자치도 제주시 한경면 금등대안1길 71,,,3,,,,,,33.34153194,126.2154257,2017-08-18
"예닮게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선교로 225-1,,,1,,,,,,33.48340512,126.7015959,2017-08-18
"솔소리게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌12길 1,,,4,,,,,,33.54851549,126.6971184,2017-08-18
"스위스마을117동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-27. 117동,,,2,,,,,,33.49420891,126.6770779,2017-08-18
"물고기숲",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북촌14길 13-14,,,1,,,,,,33.54923021,126.6994538,2017-08-18
"시나르가든",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 선교로 159-28,,,3,,,,,,33.48633644,126.7027608,2017-08-18
"파이니스트하우스(FINEST HOUSE)",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 조천북6길 23,,,1,,,,,,33.54237168,126.6390385,2017-08-18
"올디2",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북흘로 신북로 353-10. 제2동,,,1,,,,,,,,2017-08-18
"올디1",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북흘로 신북로 353-10. 제1동,,,1,,,,,,,,2017-08-18
"스위스마을203동",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 함와로 566-29. 203동,,,2,,,,,,33.49526473,126.6762379,2017-08-18
"동백동산",민박,내국인+외국인,,제주특별자치도 제주시 조천읍 북흘로 378,,,4,,,,,,33.51615661,126.7060583,2017-08-18
